ax,ay,az,gx,gy,gz,label
3064,16044,532,-253,565,-223,parado
3180,15908,480,-311,721,-160,parado
3260,16232,576,-309,561,-159,parado
3132,15904,524,-288,601,-200,parado
3232,16324,208,-321,544,-276,parado
3088,15896,400,-324,482,-249,parado
3124,16144,556,-349,467,-212,parado
3148,16000,744,-348,343,-135,parado
3124,16036,684,-327,282,-214,parado
3072,16012,416,-346,225,-75,parado
3056,16028,548,-345,226,-53,parado
3052,15936,496,-390,302,-146,parado
3260,16320,600,-311,69,-109,parado
3132,16004,452,-333,-23,-132,parado
3000,15952,448,-362,56,-155,parado
3020,15944,652,-403,-6,-73,parado
3204,16020,520,-454,35,-36,parado
3132,16200,588,-377,-10,-85,parado
3016,16204,676,-440,98,-57,parado
2992,16092,644,-456,155,-154,parado
3036,15964,768,-498,180,-192,parado
3120,16040,648,-584,132,-128,parado
3052,16080,624,-553,95,-101,parado
2920,16136,716,-520,148,-103,parado
2996,16020,604,-498,215,-83,parado
2972,16372,616,-448,139,-44,parado
3068,15964,524,-379,241,-127,parado
3108,16272,664,-340,190,-156,parado
3044,16108,816,-368,145,-20,parado
3072,15936,736,-376,322,-85,parado
2900,15756,596,-341,405,-98,parado
3028,16156,432,-424,450,-123,parado
3152,16156,624,-363,309,-145,parado
3148,16044,540,-429,255,-95,parado
2976,16104,476,-367,187,-61,parado
3040,16152,804,-374,293,-45,parado
3028,16032,612,-309,353,-155,parado
2872,15976,400,-450,242,-130,parado
3008,16072,860,-461,371,-3,parado
3064,16132,812,-376,174,-70,parado
2964,16044,660,-423,328,-119,parado
3108,16128,820,-371,342,14,parado
3136,16092,884,-346,301,-90,parado
3088,15948,828,-385,308,-100,parado
2920,15860,716,-404,368,-66,parado
3156,16148,888,-427,306,-75,parado
3076,15992,572,-394,375,-141,parado
3160,16128,756,-385,295,-152,parado
3068,16144,752,-362,134,-78,parado
3108,16240,772,-363,109,-107,parado
3048,16072,608,-336,109,-56,parado
3016,15976,812,-285,132,-102,parado
3092,16100,784,-297,209,-136,parado
3024,16076,764,-358,104,-47,parado
2928,15972,672,-405,51,10,parado
3048,16008,724,-407,154,-136,parado
3160,16224,820,-346,75,-84,parado
2968,16048,828,-401,141,-74,parado
3008,15952,700,-430,324,-86,parado
3064,16140,560,-398,311,-149,parado
3060,16152,884,-328,280,-119,parado
3128,16064,828,-343,194,-58,parado
3096,15952,888,-398,304,-128,parado
3204,16084,964,-405,203,-107,parado
3060,16024,648,-384,118,-48,parado
2896,16100,760,-393,252,-47,parado
3152,16072,724,-342,195,-60,parado
3096,16112,732,-252,141,-34,parado
3012,15908,840,-252,88,-130,parado
3280,16088,880,-275,-118,-93,parado
3100,16176,864,-264,-146,-174,parado
2888,15808,740,-319,-151,-107,parado
2964,15932,580,-407,110,-183,parado
3096,16100,908,-396,62,-179,parado
2996,16020,964,-496,-33,-128,parado
3008,16036,892,-463,-22,-120,parado
2844,16144,536,-448,105,-159,parado
3012,16144,760,-453,190,-110,parado
3056,16072,836,-358,186,-195,parado
2968,16156,828,-395,163,-113,parado
2960,16060,800,-404,174,-148,parado
3112,16128,640,-331,212,-192,parado
2912,16004,744,-341,202,-172,parado
2904,16020,704,-396,240,-88,parado
2944,16124,728,-328,387,-96,parado
3080,16000,852,-264,407,-123,parado
3060,16200,644,-339,307,-30,parado
3016,16032,700,-312,396,-138,parado
3168,16124,804,-330,299,-81,parado
3072,16012,888,-265,182,-110,parado
3052,15972,864,-275,198,-157,parado
2956,15988,720,-297,248,-36,parado
2932,16128,904,-334,342,-43,parado
3184,15864,900,-354,449,-102,parado
3308,16180,868,-365,216,-80,parado
3040,15844,772,-519,65,-221,parado
3136,16372,972,-508,-66,-212,parado
3044,16336,552,-301,-331,-170,parado
2796,16100,724,-235,-109,-198,parado
2708,16260,716,-501,178,-17,parado
2716,15932,680,-299,531,41,parado
3048,15944,900,-377,757,-72,parado
3284,16024,684,-485,355,-348,parado
3304,16548,664,-376,72,-183,parado
2864,15948,732,-195,-248,-121,parado
2756,15704,948,-287,-41,-113,parado
2884,15868,836,-382,206,-130,parado
2960,16004,784,-468,434,-135,parado
3124,16376,648,-417,312,-45,parado
3064,16144,768,-331,20,-166,parado
2972,16104,956,-263,-175,-140,parado
2908,15828,712,-343,35,-119,parado
2888,16096,824,-341,216,-89,parado
2932,16096,860,-327,274,-82,parado
3000,16108,864,-385,228,-89,parado
2988,16184,1052,-304,102,-97,parado
2924,16020,756,-382,161,-79,parado
2700,15988,664,-462,225,-4,parado
2912,16140,516,-478,374,-80,parado
3112,16212,820,-416,290,11,parado
2944,15932,984,-474,234,-6,parado
2984,16196,720,-362,229,-159,parado
2992,16052,832,-360,214,-74,parado
2956,16016,936,-390,223,-32,parado
3020,16124,1040,-332,171,-25,parado
3124,16220,828,-307,162,-129,parado
3060,15960,816,-286,88,-154,parado
2976,16044,924,-272,-33,-105,parado
3016,16204,768,-275,-61,-35,parado
3016,15996,620,-313,-14,-193,parado
2856,16084,864,-386,26,-76,parado
2984,16048,664,-432,78,-64,parado
3092,16232,928,-442,59,-89,parado
2820,15696,608,-513,70,-125,parado
3164,16284,720,-525,115,-132,parado
3048,16224,924,-419,85,-90,parado
3000,15928,1008,-443,157,-197,parado
2840,16068,792,-454,222,-71,parado
2992,16108,716,-428,386,-110,parado
3108,16080,728,-377,345,-105,parado
3032,15996,808,-370,266,-103,parado
2988,16068,756,-344,151,-36,parado
2936,16012,928,-296,226,-117,parado
3084,16080,1048,-323,218,-73,parado
2984,15904,916,-353,133,-93,parado
2916,15980,724,-430,171,-60,parado
3020,16208,984,-374,51,-125,parado
2900,16084,768,-376,-83,-70,parado
2924,16112,596,-330,114,-108,parado
2844,15896,900,-299,249,-12,parado
3076,15912,968,-359,281,-26,parado
2936,16260,928,-291,146,-12,parado
2836,16072,796,-321,309,0,parado
3084,16012,788,-305,364,-31,parado
3056,16124,1016,-370,338,-54,parado
3036,16176,804,-310,217,-116,parado
3136,16044,852,-338,202,-105,parado
3064,16200,1024,-370,57,-66,parado
2948,15904,956,-395,-17,-26,parado
3024,16136,1064,-314,88,-63,parado
2876,15976,880,-333,143,-67,parado
2872,16096,752,-390,164,11,parado
3020,15912,644,-276,246,-100,parado
3072,16360,980,-324,154,-41,parado
2972,15964,792,-297,71,-102,parado
3000,16228,868,-331,232,-124,parado
3024,15984,716,-236,303,-139,parado
3104,15992,788,-357,365,-66,parado
3040,15796,992,-325,329,-77,parado
3080,15956,848,-424,312,-112,parado
3116,16068,864,-517,244,-90,parado
3092,16100,812,-411,173,-102,parado
3040,16152,732,-399,109,-95,parado
3020,16212,760,-338,112,-89,parado
3056,16096,908,-338,117,-74,parado
2960,16284,864,-326,84,-63,parado
2824,15940,628,-396,241,-112,parado
3128,16264,740,-288,218,-165,parado
3056,16020,996,-288,147,-78,parado
2992,16020,776,-277,200,-130,parado
2860,16020,712,-299,325,-145,parado
3032,16124,976,-329,365,-162,parado
3092,16044,800,-328,173,-85,parado
3072,16076,812,-324,81,-159,parado
2980,16156,864,-273,63,-150,parado
2916,16312,804,-334,46,-141,parado
3100,16092,808,-232,14,-138,parado
3084,16044,664,-312,144,-208,parado
3180,15964,848,-400,25,-160,parado
2944,16120,876,-412,-65,-187,parado
2812,15948,676,-418,-175,-32,parado
2852,16180,716,-422,126,-208,parado
3000,15972,860,-356,140,-147,parado
3028,15948,840,-508,144,-83,parado
3012,16292,816,-428,106,-101,parado
2908,16120,756,-325,238,-138,parado
2880,15992,696,-358,173,-129,parado
3076,16140,860,-315,121,-112,parado
3040,16124,728,-375,86,-114,parado
3028,16068,796,-405,122,-86,parado
2928,16160,768,-334,102,-61,parado
2996,16020,628,-320,17,-71,parado
2952,16048,664,-368,189,-55,parado
3016,16012,860,-391,331,-120,parado
2932,15948,632,-557,295,27,parado
2960,16016,680,-383,256,-75,parado
3084,16232,796,-233,177,-52,parado
2988,15892,916,-292,147,-70,parado
2932,16248,756,-325,179,-90,parado
3000,16104,756,-334,332,-132,parado
3084,16108,776,-284,315,-71,parado
3044,16052,772,-356,209,-41,parado
3088,16024,836,-424,152,-73,parado
3060,16268,876,-333,124,-90,parado
3036,16032,956,-405,112,-108,parado
3024,15968,928,-478,188,-67,parado
3056,16072,736,-421,247,-139,parado
3040,16052,776,-417,267,-71,parado
3020,16072,744,-512,117,41,parado
3072,16120,800,-421,265,-179,parado
3180,16192,936,-283,213,-150,parado
3128,16040,808,-364,182,-126,parado
2932,16100,824,-338,212,-120,parado
2880,15964,812,-394,268,-91,parado
3056,16056,676,-329,311,-97,parado
3044,16048,900,-372,268,-139,parado
3044,16096,880,-325,143,-142,parado
2896,16144,848,-394,239,-157,parado
3008,16088,888,-307,31,-56,parado
2916,16032,820,-375,82,-117,parado
2956,16060,680,-329,75,-80,parado
2968,16212,924,-349,128,-115,parado
3004,15960,956,-385,185,-87,parado
2872,15920,820,-415,173,-50,parado
2964,16244,664,-295,271,-152,parado
2968,16208,892,-324,204,-96,parado
2976,15996,868,-320,178,-90,parado
3004,16036,860,-362,335,-127,parado
3020,16188,928,-311,283,-115,parado
3164,16192,916,-293,111,-122,parado
2988,16088,912,-304,61,-160,parado
2984,16096,988,-396,37,-88,parado
3024,16064,800,-379,64,-101,parado
2944,16160,964,-378,74,-135,parado
3004,16088,900,-399,-2,-114,parado
2904,16160,828,-383,8,-144,parado
2888,16040,756,-351,78,-140,parado
2812,16152,608,-341,173,-38,parado
3020,16280,1048,-309,235,-156,parado
2800,15984,764,-344,232,-125,parado
2980,16152,872,-324,277,-161,parado
2992,16176,832,-309,126,-66,parado
2992,15788,928,-298,110,-108,parado
2840,15984,932,-426,122,-27,parado
2996,16132,884,-364,127,-108,parado
2936,16012,908,-365,78,-60,parado
2868,15948,768,-406,49,-136,parado
2956,16092,796,-411,106,-106,parado
2828,15964,628,-416,150,-96,parado
2784,16160,820,-339,228,-90,parado
2900,16020,900,-340,330,-144,parado
2888,15888,1004,-292,383,-165,parado
3040,16072,936,-405,380,-93,parado
2984,16300,976,-296,222,-179,parado
2776,15852,728,-308,210,-216,parado
2892,16220,764,-361,319,-212,parado
2928,16096,888,-374,278,-124,parado
2900,16056,896,-358,251,-108,parado
2856,16016,880,-399,220,-102,parado
2852,16324,772,-393,315,-136,parado
2828,16012,764,-329,221,-137,parado
2828,16060,1048,-386,230,-102,parado
2740,16032,976,-329,331,-100,parado
2728,16136,832,-371,407,-51,parado
2792,16236,880,-333,437,-158,parado
2784,16092,760,-291,390,-220,parado
2744,16112,844,-340,384,-211,parado
2776,16076,936,-354,390,-172,parado
2648,16212,840,-453,406,-217,parado
2668,16232,1056,-335,320,-258,parado
2536,15856,1140,-372,381,-248,parado
2720,16244,1004,-396,390,-341,parado
2708,16028,1356,-346,374,-294,parado
2660,15804,976,-448,211,-402,parado
2544,16208,1004,-642,178,-336,parado
2480,16392,940,-715,205,-344,parado
2576,16256,1024,-548,159,-322,parado
2548,16060,940,-492,161,-192,parado
2756,16352,924,-392,170,-106,parado
2844,16004,1012,-289,-225,-193,parado
2872,16128,1104,-329,-726,-197,parado
2560,16072,968,-338,-930,-33,parado
2400,15812,1076,-151,-721,23,parado
2388,16036,1296,-239,-392,-83,parado
2504,15996,1092,-309,-231,-117,parado
2700,16068,1204,-428,-244,-239,parado
2552,15892,1264,-513,-446,-274,parado
2320,15612,1528,-546,-567,-188,parado
2200,16236,800,-574,-275,-431,parado
2488,16192,956,-463,-184,-346,parado
2648,16000,1076,-514,-132,-347,parado
2480,16140,972,-506,-146,-227,parado
2452,16144,928,-417,-111,-259,parado
2584,16464,856,-333,-18,-165,parado
2456,15976,1032,-217,45,-140,parado
2560,16280,1036,-134,197,-93,parado
2500,16144,936,-155,188,8,parado
2528,16280,976,-101,280,-26,parado
2476,16100,908,-23,284,-46,parado
2580,16080,1008,-103,213,7,parado
2620,16084,960,-179,260,32,parado
2620,16064,772,-253,265,-10,parado
2728,16256,900,-192,286,-22,parado
2528,16112,616,-184,318,-1,parado
2736,16092,820,-304,412,-17,parado
2812,16220,1000,-234,264,30,parado
2692,16060,848,-313,197,-2,parado
2492,16024,688,-288,185,62,parado
2684,16168,608,-297,321,-153,parado
2784,16252,840,-269,97,-63,parado
2656,16256,828,-227,-55,-58,parado
2652,16124,684,-192,-39,-112,parado
2568,16056,648,-256,91,24,parado
2756,16164,644,-293,206,-25,parado
2804,15952,864,-389,302,-22,parado
2900,16088,1040,-448,238,-103,parado
2808,16352,764,-415,88,52,parado
2712,16144,468,-402,106,117,parado
2872,16284,524,-295,368,46,parado
3056,16048,800,-275,260,100,parado
3280,15908,1656,-190,105,259,parado
3392,16480,708,-395,-290,274,parado
3044,15776,368,-340,-652,314,parado
3108,16092,404,-400,-673,204,parado
3560,16116,988,-375,-809,227,parado
3584,16124,848,-515,-1100,421,parado
3244,15880,576,-730,-1000,575,parado
3100,15844,656,-741,-759,540,parado
3108,16520,280,-663,-588,536,parado
3228,16356,452,-328,-477,445,parado
3340,15932,520,-193,-393,162,parado
3528,15768,988,-352,-431,223,parado
3352,15980,732,-389,-508,252,parado
3076,15988,452,-526,279,223,parado
3124,16032,588,-394,304,116,parado
3324,15996,692,-374,417,-123,parado
3344,15968,616,-524,374,-81,parado
3368,15772,628,-753,579,-64,parado
3520,16040,536,-790,599,-20,parado
3600,15956,680,-629,198,-197,parado
3736,15604,904,-677,-426,-338,parado
3728,15812,1140,-865,-941,-338,parado
3280,16188,808,-855,-924,-301,parado
2864,16212,160,-968,-129,6,parado
2828,15924,876,-540,93,-408,parado
3056,16036,568,-482,205,-291,parado
3668,16196,1376,-242,-160,-510,parado
3752,16052,1144,-189,-743,-338,parado
3484,16104,840,-228,-1047,-164,parado
3300,16208,244,-285,-685,150,parado
3256,15616,1112,-411,-645,235,parado
3300,16076,1736,-258,-1153,-97,parado
3220,15852,1004,-319,-1015,-81,parado
3408,15828,912,-470,-1000,-31,parado
3300,16108,964,-407,-1186,-58,parado
3224,15996,856,-461,-1228,-57,parado
2988,15764,704,-501,-908,-39,parado
2984,16052,760,-584,-635,-103,parado
3056,16392,968,-623,-547,-94,parado
3140,15724,1020,-704,-617,-195,parado
3232,15868,1100,-747,-488,-331,parado
3116,16004,840,-834,-596,-346,parado
3008,16136,704,-842,-511,-427,parado
3012,16156,784,-779,-274,-456,parado
2860,15924,840,-648,-250,-468,parado
2912,16296,620,-640,-76,-386,parado
2852,16304,792,-544,221,-409,parado
2924,16000,1000,-462,477,-334,parado
3152,15932,1232,-489,464,-182,parado
3388,15984,996,-321,231,-204,parado
3396,16056,1196,-378,-49,-147,parado
3356,16028,1136,-492,-178,-51,parado
3172,16072,1140,-435,-40,84,parado
2908,16028,1124,-480,168,27,parado
2908,16036,1112,-453,655,214,parado
2848,16120,792,-303,1067,383,parado
2936,15908,744,-198,1709,524,parado
3368,16148,1088,-213,1853,467,parado
3660,15948,1236,-126,1532,399,parado
3524,16060,1084,-80,1390,382,parado
3448,15536,1356,-182,1533,437,parado
3740,16060,1344,-284,1494,508,parado
3404,16032,1400,-337,1436,-75,parado
3076,15932,896,-526,1840,274,parado
3496,16188,980,-616,1990,-346,parado
3708,15420,1788,-1146,1780,-681,parado
3684,15212,2020,-1040,636,-1783,parado
3440,15552,1648,-1333,634,-1045,parado
3432,16120,1604,-388,59,-2302,parado
3368,15756,2500,-1202,213,-710,parado
3200,15516,2116,-802,-240,-1128,parado
2768,15808,1884,-906,124,-275,parado
2760,16352,1672,-713,260,-436,parado
2852,16564,1956,-400,376,-108,parado
2944,15856,2052,-356,151,-403,parado
2412,15996,1696,9,-93,-520,parado
2452,15772,2524,-281,-47,-683,parado
2912,15848,1792,-513,183,-400,parado
2236,15284,1828,-383,-201,-1093,parado
2448,15948,1972,-462,415,-1590,parado
2372,16252,2056,-799,595,-899,parado
2580,16396,2308,-679,-265,-133,parado
2272,15504,592,-1257,1021,-1118,parado
2052,16556,2056,-1257,-102,-569,parado
1900,15804,2424,-1187,-98,-845,parado
2036,15900,1840,-1188,-122,-468,parado
2040,16036,2336,-725,-368,-1217,parado
1568,16168,3760,-630,2678,403,parado
1752,16164,2544,32,572,-658,parado
1788,15948,3092,-314,-540,-190,parado
2312,16700,4020,-765,-1580,405,parado
2000,15420,1916,291,-843,-476,parado
1484,15688,3840,-9,-535,-1136,parado
1564,15704,2332,-172,-412,-256,parado
1676,16008,2768,54,-50,-805,parado
1432,15836,2424,-178,13,-446,parado
1384,16664,2324,249,619,-1390,parado
1116,16092,2764,-58,-54,-341,parado
1284,16124,2332,-444,227,265,parado
1552,16160,2112,-505,947,84,parado
1248,15960,2200,-406,772,78,parado
1372,15840,2124,-408,174,181,parado
1368,15964,2172,-177,129,-250,parado
1300,16368,2472,-108,591,-202,parado
1200,16044,2388,-185,679,13,parado
1196,15636,2432,29,225,-10,parado
1444,15972,2048,-266,177,-59,parado
1312,16148,2628,-255,212,-52,parado
1404,16644,2172,-457,368,431,parado
1456,15952,2108,-308,409,256,parado
1464,16404,2092,-409,376,202,parado
1488,16180,2280,-386,534,-172,parado
1340,16344,2312,-194,178,-285,parado
1620,16108,2256,-239,405,22,parado
1396,15728,2412,-413,475,63,parado
1420,15848,2288,-391,456,-84,parado
1468,15880,2112,-349,332,-51,parado
1520,15668,1984,-687,657,-60,parado
1508,16188,2176,-397,355,-58,parado
964,14612,1484,833,717,-756,parado
1716,16520,2368,517,-39,-378,parado
1664,15956,2512,-900,598,104,parado
1672,15936,1536,-417,-102,262,parado
1440,16116,2064,-438,429,-22,parado
1544,16116,2128,-328,-116,48,parado
1396,16340,2508,-557,-437,-115,parado
2228,17184,-892,-2039,20,-14,parado
1312,16120,2444,-151,1162,-517,parado
1404,16116,2264,-56,108,-148,parado
1188,16028,1856,-626,1097,-31,parado
1436,16048,2068,-252,434,-144,parado
1632,16044,2216,-274,593,-216,parado
1276,16132,1964,-184,550,-230,parado
1200,15920,2148,-440,360,-92,parado
1316,16192,2228,-296,479,-307,parado
1164,16232,2088,-418,467,-125,parado
1236,15920,2124,-313,501,-313,parado
1184,16140,2256,-531,658,-210,parado
1236,16040,2244,-136,454,-350,parado
1284,16040,2140,-585,590,-203,parado
1272,16076,2216,-566,662,-396,parado
1284,16288,2296,-650,541,-292,parado
1188,16116,2204,-361,338,-416,parado
1144,16096,2416,-638,253,-228,parado
1048,16148,2176,-645,290,-345,parado
948,16176,2296,-603,132,-220,parado
960,15912,2352,-748,64,-19,parado
1036,15980,2228,-418,102,-240,parado
1008,16000,2408,-388,169,-372,parado
972,16168,2488,-351,168,-516,parado
916,16060,2388,-474,174,-186,parado
944,16120,2376,-539,227,-315,parado
892,16108,2340,-373,747,-417,parado
816,16080,2464,-426,532,-369,parado
752,16120,2484,-370,309,-224,parado
700,16052,2412,-433,329,-313,parado
820,15928,2504,-346,261,-301,parado
808,16124,2432,-357,425,-227,parado
916,15968,2436,-291,322,-186,parado
700,16008,2544,-261,302,-213,parado
852,16084,2360,-464,351,-242,parado
888,16084,2452,-402,333,-152,parado
776,15996,2472,-467,120,-185,parado
892,16128,2336,-303,288,-316,parado
792,15964,2524,-472,151,-104,parado
808,16048,2532,-394,142,-192,parado
836,16068,2468,-407,149,-217,parado
636,16040,2536,-346,170,-179,parado
644,16020,2496,-254,287,-292,parado
736,16188,2348,-387,257,-72,parado
712,16072,2424,-445,54,-176,parado
776,15972,2456,-444,141,-203,parado
712,15996,2400,-529,430,-343,parado
564,15884,2452,-698,582,-540,parado
812,15572,2668,-604,280,-528,parado
544,16348,2416,-1813,540,-360,parado
688,16504,2760,-1726,306,-225,parado
536,15960,3232,-1672,457,-327,parado
508,15832,3656,-957,812,-670,parado
456,15784,3356,-1210,73,-958,parado
288,15608,4020,-1530,-1019,-529,parado
428,15188,3196,-1619,-1666,-738,parado
464,15336,3192,-1182,1028,-1483,parado
56,16296,3624,-1241,1472,-1256,parado
-264,16128,3848,-1114,1622,-1175,parado
-528,15952,3776,-115,1166,-1909,parado
-424,15548,3272,-685,1894,-1698,parado
-880,15380,3924,-906,2278,-1205,parado
-984,15520,4096,-1023,2216,-1234,parado
-1148,15608,4044,-1041,1587,-1193,parado
-1412,15560,4216,-853,1271,-1198,parado
380,13308,4480,-560,1691,-1539,parado
-2156,16184,3480,-883,2918,-605,parado
-3020,16084,4748,-725,1809,-1156,parado
-2624,15468,2872,-641,560,-662,parado
-2128,15628,3640,-195,1421,-423,parado
-1940,14604,5000,192,1424,-1979,parado
-2760,15592,3148,-678,2150,-868,parado
-3160,15412,4936,-318,1123,-658,parado
-3288,15916,3468,-337,771,-1141,parado
-3212,14400,4392,-234,410,-1423,parado
-2920,15128,3616,-860,536,-857,parado
-2772,15016,3668,-866,1814,-850,parado
-3816,17084,3868,-458,-6,-1333,parado
-2980,17704,2460,-1480,1371,1883,parado
-3484,14428,4356,109,154,375,parado
-3448,14828,4360,-237,-395,494,parado
-3240,14692,3712,-292,-1295,169,parado
-3188,15388,3624,-165,-1554,657,parado
-3548,14692,3532,-586,-2085,812,parado
-3492,15640,3620,733,-3527,-415,parado
-3636,16596,3468,-520,-3046,1896,parado
-3732,14080,4420,685,-3750,1079,parado
