ax,ay,az,gx,gy,gz,label
1660,21292,5196,1331,-1343,-949,correr
2384,13224,5248,730,-558,3216,correr
2888,10556,6832,2241,-2183,-18,correr
2652,12576,6356,1299,-1634,-1496,correr
2504,16880,6232,-672,-150,-497,correr
1576,12932,5504,-30,-318,2027,correr
1256,12008,2936,-963,-1954,-1470,correr
1552,13728,1208,-1410,-821,-2444,correr
2636,15356,1116,-1146,-187,-2580,correr
2972,16056,1608,-354,294,-3671,correr
2736,20112,4712,-507,1274,-3572,correr
2048,20284,4544,-375,1487,-193,correr
-204,17000,6760,-1650,494,-4423,correr
8,21364,8736,-770,-548,-2876,correr
-1228,15120,5276,1742,-145,-560,correr
-3176,15032,3408,898,2982,1450,correr
-3032,10408,6980,-762,5537,3923,correr
-2144,10992,5708,-2028,3627,589,correr
-1216,13860,2624,-1061,1283,-1378,correr
-268,15648,780,-677,2863,225,correr
828,16896,2276,352,3096,2531,correr
688,16312,3416,793,1441,4194,correr
216,16864,2496,888,-616,2998,correr
412,19960,4064,639,-1205,3133,correr
-448,16376,3440,-1725,-1371,5425,correr
2208,22148,4964,1363,-2563,-2285,correr
2712,14220,8260,742,-1697,5166,correr
3596,9400,6048,1015,-4547,32,correr
2972,11616,6040,-922,-3010,-2449,correr
3024,17400,4820,-1412,-2361,-925,correr
2356,13284,4664,-1502,-1400,1244,correr
1864,13108,2676,-1448,-2781,-1563,correr
1900,14176,1592,-846,-2356,-2460,correr
2240,14772,1336,-339,-1795,-3435,correr
2936,16168,1572,-490,-841,-3190,correr
3940,18484,3408,-143,-1606,-4289,correr
3120,17060,5340,-354,-3736,-3675,correr
972,16624,5752,-1313,-5143,-5064,correr
1632,19800,6396,-890,-8192,-7594,correr
2628,17992,4316,1047,-9297,-2673,correr
920,9584,6384,683,-11386,-2578,correr
1016,14144,6676,-762,-11725,-4369,correr
1196,17628,7912,-1120,-11699,-2756,correr
2008,13588,8384,-2621,-12408,-206,correr
1984,11796,8232,-2554,-16620,-2525,correr
1888,13336,6908,-3776,-19404,-3135,correr
1292,15108,9180,-3337,-20095,-2957,correr
632,13996,8960,-4907,-24084,-4410,correr
2036,17596,9796,-4253,-23640,-4978,correr
3068,15736,7416,-3507,-21687,-2864,correr
3484,13376,6524,-1538,-17723,-2234,correr
4216,10620,6956,-5146,-15471,-5870,correr
5208,14380,9240,-4781,-18689,-7915,correr
4484,15732,6740,-3396,-19880,-8727,correr
3944,14364,4192,-3058,-17364,-6585,correr
3492,12356,3464,-3618,-15463,-7488,correr
3640,14992,2972,-3804,-12578,-6723,correr
3592,14436,4432,-2351,-9058,-7167,correr
3080,16016,3436,-2439,-6175,-5426,correr
2360,15144,5344,-4227,-2811,-5265,correr
1956,19812,8664,-4059,-3021,-5497,correr
-164,17316,6556,-2167,-4264,-2607,correr
-1752,12404,5784,44,-3479,-3761,correr
-1260,15632,6104,3771,-3591,-5191,correr
-3420,16620,6200,1030,48,-2158,correr
-2984,15864,4660,1800,515,718,correr
-1368,18072,3128,6634,1569,1406,correr
-500,14260,1512,5623,6699,4884,correr
1628,15132,152,10052,6411,3562,correr
2592,11096,2260,2382,8355,6040,correr
3192,15668,1620,2556,3767,2630,correr
3092,14544,4764,-5231,2811,3791,correr
2148,18540,3592,-1305,-1999,702,correr
2676,23848,4988,230,-2218,-1429,correr
3680,19184,9452,-1354,-4687,2203,correr
1796,13584,1880,4208,-4885,2206,correr
2148,8724,3700,-1927,1879,2143,correr
4080,13348,5364,-2441,1028,-1753,correr
4884,14324,10272,-9282,-3157,-2688,correr
2348,14408,5056,-8662,-8514,-5416,correr
1200,16976,2380,-5033,-1241,-2274,correr
972,12592,2952,2193,4847,-5952,correr
2116,17300,8224,-6769,8492,-7100,correr
-112,16064,4416,261,7329,-6524,correr
1868,15160,6860,1738,5328,-4468,correr
1828,18712,6964,1308,5663,-4319,correr
1364,18300,6580,-1816,3229,-1316,correr
-980,17832,5996,-2638,2991,-3048,correr
-3408,20076,7332,-3495,1585,-5033,correr
-4336,18300,7744,-747,68,-1381,correr
-7024,12208,6696,4390,-2775,-875,correr
-6664,12484,6996,3825,-2307,-321,correr
-3844,13896,6360,149,512,5329,correr
-1368,12132,5256,1650,-1297,2632,correr
-588,12824,2648,1454,-1307,2245,correr
-1120,12068,884,1481,-668,1736,correr
-1988,16200,2888,1720,-1201,-543,correr
-1856,12964,1740,-3163,-1827,1582,correr
-716,15104,2880,571,-6087,-1108,correr
-832,15656,1200,-1357,-4968,195,correr
-1812,16944,2836,-147,-4877,-1450,correr
-2428,17648,3388,-3474,-471,2115,correr
-1868,17512,8772,-3168,-1966,-1531,correr
-1152,18032,8144,-3133,-3207,260,correr
-1564,9828,7204,98,-3862,-1062,correr
-1392,13904,5804,769,-3843,-3255,correr
-944,14740,5252,63,-1443,-2054,correr
-552,15152,4396,694,-1687,-922,correr
-64,13632,3212,713,-1579,-677,correr
436,13636,2332,-89,-952,-739,correr
812,13496,2820,159,-721,-2738,correr
-352,16908,5048,798,-1609,-5211,correr
-2112,20192,4864,235,-1032,-3100,correr
-4308,17992,9536,-2733,944,-1221,correr
-3604,18100,9360,-2606,-362,-2509,correr
-3572,14236,3348,3539,-1430,-1443,correr
-5072,11800,1068,2217,131,-1931,correr
-4008,13312,5044,2089,3851,-236,correr
-2648,14576,6792,-812,3597,1102,correr
-3080,10060,5564,-2191,2534,958,correr
-2936,11852,4860,-1133,-2912,-3090,correr
-3376,14740,3260,-1202,-4355,-2684,correr
-3888,17616,4812,-1465,-5347,-1478,correr
-4836,17648,5640,-1928,-6819,1639,correr
-7756,16528,13236,-1341,-5911,714,correr
-4360,20640,8456,-2077,-4897,-3383,correr
2164,15620,6616,677,-2089,-1173,parado
2488,15996,6152,829,-3196,-926,parado
2816,14064,7052,-861,-4728,-1330,parado
2440,13984,7520,-3222,-6577,-3002,parado
2788,17620,5288,1210,-6513,-1887,parado
2504,15592,5988,2396,-6389,-1010,parado
2580,15008,5428,3011,-5728,153,parado
2600,14412,5944,3122,-5939,-241,parado
3428,14816,5276,1973,-5783,971,parado
4288,12876,6292,1270,-5862,510,parado
5172,13576,5788,124,-6464,281,parado
5016,13652,6532,-300,-8169,-1272,parado
5044,17192,3712,-184,-7209,-374,parado
4220,15344,4440,262,-6147,-507,parado
3660,14836,3204,290,-4385,-543,parado
3724,15684,2264,674,-3842,-1472,parado
4068,15444,1920,1465,-2221,-1515,parado
5036,15972,1624,1516,-977,-1651,parado
5700,15112,3432,1571,-692,-1338,parado
5472,15980,3532,1686,-1522,-2039,parado
4728,14620,3268,1480,-1850,-2272,parado
4044,14960,2368,1464,-1553,-2501,parado
3636,15444,2100,314,-669,-2290,parado
2956,15016,1892,18,-88,-1083,parado
2360,14020,3260,36,-1442,-2393,parado
2000,16596,1292,-1697,-938,-2465,parado
2080,18408,2284,-1959,-1660,-2740,parado
1068,17088,-332,-572,-1519,-2218,parado
436,14776,-1036,448,-127,-2617,parado
812,17972,-792,-118,1755,-2012,parado
1080,18076,852,272,2006,-2242,parado
1656,16344,676,2241,1885,-2316,parado
1956,14264,100,1313,1155,-1465,parado
1156,14108,364,-1487,1315,-681,parado
1120,16816,800,-480,-1389,-1290,parado
1224,18228,40,-1217,-434,-354,parado
516,16040,1172,-35,-541,-892,parado
216,15640,372,371,416,-15,parado
-976,15804,-8,-147,1783,-468,parado
-1448,16572,852,-551,2536,-799,parado
-196,17032,8,-440,3384,-895,parado
612,16084,-60,-606,3843,-217,parado
752,15788,160,-723,3218,-29,parado
288,16892,332,-339,3185,-500,parado
500,16584,1388,678,2790,-70,parado
836,16728,1040,673,1966,64,parado
-4,15596,1212,-72,1222,566,parado
-308,15260,1368,-567,406,599,parado
-428,15700,792,-948,-234,522,parado
-496,15656,1344,-1705,-68,1271,parado
-116,16016,764,-2054,-706,1076,parado
-372,16964,-88,-1341,-1275,1649,parado
424,16468,104,-648,-2590,1726,parado
1552,16436,3096,-762,-3314,2607,parado
1540,15292,4292,-1902,-5304,2622,parado
1900,16164,4020,-2121,-5721,1027,parado
4936,19292,3512,-3967,-5095,3102,parado
4760,13412,2588,-3188,-5715,1972,parado
4732,14720,132,-1877,-5654,-485,parado
5052,19704,1304,-1154,-2609,98,parado
4116,16924,1120,580,-2065,1393,parado
3724,12660,676,1916,-1425,12,parado
4280,14392,-292,1729,-53,-943,parado
3896,18440,1580,1631,593,-723,parado
2080,17108,284,2491,725,-782,parado
3068,14768,2008,3090,1094,-1560,parado
4084,14484,2316,1106,1657,-937,parado
4164,15680,2348,-254,743,-153,parado
2596,16328,600,-661,-671,-677,parado
2224,16928,-1360,-90,416,-555,parado
2876,15876,8,-511,1197,186,parado
3124,15876,744,-347,848,121,parado
2876,16060,804,-509,497,-275,parado
2956,16684,1180,46,328,-50,parado
3124,16412,1548,64,95,180,parado
3084,16204,312,-93,176,683,parado
2660,15804,-96,-53,106,624,parado
2888,15828,-32,-137,280,235,parado
3312,15728,716,-217,-61,103,parado
3360,16132,1356,-409,-433,2,parado
3168,16168,656,-461,-806,-47,parado
2844,15960,180,-195,-752,-87,parado
2856,15940,64,-282,-239,-429,parado
2860,15764,276,-725,310,-114,parado
2988,16072,176,-594,297,-363,parado
3128,16424,-348,-624,289,-456,parado
3328,16064,508,-593,108,-300,parado
2992,16156,508,-382,-29,-212,parado
2764,16044,300,-498,107,-218,parado
2788,16160,380,-383,371,-131,parado
2844,16100,364,-227,546,-171,parado
3064,16224,196,-233,527,-175,parado
3016,16108,244,-188,206,23,parado
2936,15748,468,-214,213,-114,parado
3180,16116,600,-173,-16,-293,parado
2932,15916,536,-80,-188,-299,parado
2932,16196,428,-412,28,-278,parado
2720,16204,380,-565,-53,-288,parado
2772,16176,424,-529,8,-154,parado
2888,16104,204,-374,37,-282,parado
2532,15696,1152,-382,35,-151,parado
2848,15788,864,-812,100,-260,parado
2956,16096,956,-611,-41,-611,parado
2880,17116,20,112,-576,-848,parado
2668,15688,144,-305,-367,-1,parado
2340,15480,-52,-1101,806,42,parado
3088,16036,104,-1235,1094,-225,parado
3180,16392,1112,71,-336,-351,parado
2772,16360,924,28,-1039,-324,parado
2404,15916,444,-278,-677,-259,parado
2420,16012,-64,-60,-201,-477,parado
2840,16512,332,-99,-52,-403,parado
2852,16376,588,-273,33,-172,parado
2892,16084,596,-294,-159,-53,parado
2884,16272,948,-385,-728,-92,parado
2912,15808,768,-230,-1280,-201,parado
2452,16064,932,-215,-1681,-265,parado
1912,15920,1004,-405,-1594,-24,parado
2056,16088,20,-392,-794,-30,parado
2296,16312,188,-363,-290,-17,parado
2660,15904,392,-405,-475,-133,parado
2628,15924,464,-374,-80,105,parado
2500,16056,236,-521,57,31,parado
2424,16044,232,-413,91,-148,parado
2640,16540,76,-248,195,-84,parado
2392,16200,132,-287,378,-46,parado
2632,16308,284,-399,450,-18,parado
2732,15980,316,-402,347,51,parado
2752,16248,452,-704,450,257,parado
2700,15980,492,-863,286,87,parado
2608,16136,348,-341,219,-67,parado
2556,16532,1016,-766,1007,-97,parado
2620,16112,732,-276,499,-120,parado
2580,16108,408,-337,386,-150,parado
2768,16288,408,-187,189,-131,parado
2640,16080,408,-244,63,-160,parado
2780,16164,472,-178,66,-146,parado
2748,16236,512,-182,34,-113,parado
2676,15868,592,-246,179,-166,parado
2560,16052,508,-427,289,-205,parado
2692,16304,152,-250,531,-249,parado
2672,16160,392,-351,327,-153,parado
2704,16208,504,-349,172,-152,parado
2728,16092,352,-309,82,-144,parado
2472,16104,356,-376,232,-164,parado
2640,16328,360,-342,275,-125,parado
2604,16280,500,-291,201,-74,parado
2684,15964,616,-411,108,-118,parado
2560,15872,324,-533,49,-26,parado
2600,16276,272,-456,204,-89,parado
2604,16076,416,-512,278,26,parado
2488,16212,36,-476,275,-17,parado
2692,16508,188,-322,239,-83,parado
2680,16048,236,-337,395,-84,parado
2776,16160,532,-231,266,-154,parado
2764,16104,700,-422,272,-7,parado
2680,16156,364,-402,198,-93,parado
2604,16144,428,-353,214,-70,parado
2764,16068,532,-358,210,-125,parado
2684,16156,604,-380,122,-71,parado
2640,16280,444,-380,-4,-61,parado
2744,16184,472,-405,46,-118,parado
2752,16208,472,-291,128,-182,parado
2612,16048,400,-342,66,-48,parado
2668,16148,408,-266,129,-195,parado
2632,16336,504,-269,132,-146,parado
2660,16108,460,-335,37,-126,parado
2612,16100,540,-299,73,-196,parado
2556,16028,512,-355,104,-152,parado
2576,16252,420,-340,148,-114,parado
2792,16056,328,-172,362,-150,parado
2704,16120,588,-375,112,-197,parado
2700,16192,376,-268,-13,-240,parado
2536,16108,332,-93,7,-309,parado
2572,16280,12,-344,145,-234,parado
2468,16000,236,-361,162,-189,parado
2588,15892,248,-347,123,-207,parado
2588,16204,488,-509,94,-135,parado
2660,16140,592,-546,110,-242,parado
2524,15984,440,-840,62,-63,parado
2628,16324,632,-1080,223,-23,parado
2632,16244,464,-752,263,61,parado
2620,16132,124,-98,-16,51,parado
2556,16308,656,-235,149,-145,parado
2732,16008,628,-152,217,-153,parado
2672,16304,600,-198,93,-25,parado
2656,16264,412,-243,176,-48,parado
2484,16076,4,-328,697,-2,parado
2520,16108,420,-234,406,-99,parado
2708,16184,496,-322,380,-73,parado
2544,16080,380,-292,404,13,parado
2632,15864,628,-482,574,6,parado
2624,16364,388,-358,524,-30,parado
2436,16244,532,-370,626,177,parado
2372,15720,672,-457,789,-17,parado
2916,15888,1044,-483,1107,-309,parado
3296,16180,976,-465,417,-387,parado
2972,16404,636,-521,-58,-227,parado
2512,16292,692,-425,-486,-203,parado
2352,16192,428,-235,-395,-147,parado
2440,16068,312,-190,-128,-92,parado
2416,15972,656,-236,306,-20,parado
2332,16192,228,-301,633,72,parado
2584,15944,636,-397,734,-83,parado
2972,16308,660,-154,316,-179,parado
2848,16156,936,-188,-178,-115,parado
2528,16300,648,-239,-372,-17,parado
2256,15908,460,-363,-2,15,parado
2084,15656,292,-561,687,-84,parado
2636,16360,340,-583,739,-160,parado
2920,16560,240,-302,280,-146,parado
2772,16248,296,-32,273,78,parado
2676,16068,648,-179,393,67,parado
2748,15892,908,-155,314,8,parado
2820,16100,552,-361,249,63,parado
2892,16180,636,-464,226,-75,parado
2832,16548,676,-271,-61,-20,parado
2672,16000,76,-629,138,38,parado
2812,16056,536,-474,4,1,parado
2748,16320,376,-435,57,-48,parado
2744,16072,684,-489,101,-45,parado
2792,16064,728,-558,57,-36,parado
2776,16332,656,-492,-181,-11,parado
2648,16412,-408,-816,148,50,parado
2564,16528,440,-383,183,56,parado
2600,16364,624,-281,514,100,parado
2688,15748,788,-404,642,-58,parado
2980,15692,1116,-671,597,-125,parado
3220,16800,816,-514,202,-199,parado
3008,16276,836,-240,-333,40,parado
2820,15756,652,-385,-166,-13,parado
3072,16124,396,-404,-28,-122,parado
2756,16364,636,-436,-236,-82,parado
2628,16028,424,-389,-23,146,parado
2692,15888,576,-417,277,251,parado
2924,16048,664,-529,501,143,parado
3148,16132,700,-455,227,-81,parado
3180,16352,816,-311,-224,-40,parado
3160,15860,660,-248,-327,-123,parado
3112,16096,832,-263,-320,-208,parado
2980,16292,736,-267,-473,-125,parado
2924,16168,776,-163,-469,-188,parado
2976,15712,792,-288,-399,26,parado
3056,16200,1064,-637,-191,218,parado
2648,16016,448,-842,135,383,parado
2792,16004,344,-776,407,-95,parado
3148,16268,580,-684,584,-154,parado
3272,16488,792,-410,181,-303,parado
3116,16452,820,-71,25,-33,parado
2616,15736,408,-148,706,365,parado
2632,15260,896,-389,983,11,parado
3264,16160,1032,-491,891,-339,parado
3512,16416,784,-213,584,-379,parado
3400,16384,556,-250,140,-177,parado
3204,15820,948,-162,-118,-123,parado
3020,15692,996,-375,-242,-93,parado
2872,15864,748,-371,-179,-381,parado
2956,16060,784,-512,-69,-375,parado
3024,16472,636,-410,-3,-187,parado
2964,16164,676,-191,-124,-42,parado
2756,15808,892,-273,131,-68,parado
2964,16168,944,-367,205,-127,parado
2992,16044,884,-323,229,-52,parado
3028,16128,508,-445,279,-82,parado
2936,16224,756,-337,272,-101,parado
2824,15940,516,-394,268,-86,parado
3024,16080,744,-274,255,-172,parado
3056,16076,708,-283,331,-152,parado
3064,15820,804,-401,273,-23,parado
3080,16132,692,-494,363,-57,parado
2916,16208,536,-392,341,-109,parado
2968,16328,620,-317,284,-111,parado
3056,16144,712,-134,27,-152,parado
2960,15948,900,-238,37,-40,parado
2924,15864,932,-509,170,-57,parado
2952,16364,740,-408,213,-98,parado
2796,16256,504,-107,235,-77,parado
2808,16072,472,-235,524,-128,parado
3088,16236,940,-269,616,16,parado
3136,15776,728,-390,445,-362,parado
3320,16168,824,-579,281,-146,parado
3280,16272,884,-530,-182,-173,parado
2936,16368,832,-268,-438,-33,parado
2528,16080,540,-312,-242,183,parado
2412,15516,576,-372,278,-12,parado
2800,16012,704,-497,672,7,parado
3080,16468,816,-453,631,40,parado
2896,16128,560,-439,729,125,parado
2996,15784,664,-494,830,-139,parado
3112,16156,936,-429,670,-220,parado
3260,16224,1044,-442,496,-97,parado
3060,16056,680,-402,328,-174,parado
2884,16144,776,-316,256,-182,parado
3052,15936,648,-168,281,-206,parado
3048,15844,880,-271,285,-167,parado
3064,15872,980,-405,66,-32,parado
3000,16000,532,-276,91,-121,parado
3008,16340,888,-444,22,-124,parado
3024,16244,1020,-364,-178,-134,parado
2988,15812,856,-291,-249,-193,parado
2792,15700,900,-453,-94,-150,parado
2956,16408,1068,-503,-95,-102,parado
2908,16156,696,-364,-149,-156,parado
2944,16192,844,-341,-174,-232,parado
2836,16124,880,-309,-65,-105,parado
2844,15916,748,-409,118,-228,parado
2900,16256,980,-415,74,-218,parado
3000,16216,1016,-382,-124,-211,parado
2768,15992,944,-345,-136,-81,parado
2780,16160,720,-412,14,-69,parado
2696,15752,676,-318,241,-109,parado
2852,15812,1012,-178,341,-324,parado
3008,16540,872,-284,330,-48,parado
3032,15996,832,-255,214,-171,parado
2756,16012,728,-231,89,-16,parado
2724,16032,868,-299,218,-47,parado
2836,16060,752,-345,282,-162,parado
2936,15984,808,-344,235,-83,parado
2772,16192,696,-397,265,-87,parado
2876,16228,904,-347,210,-99,parado
2768,16176,620,-269,132,-87,parado
2776,16004,736,-458,221,-74,parado
2908,16136,868,-426,154,-2,parado
2928,16240,888,-356,89,-18,parado
2692,16068,704,-381,158,-52,parado
2764,16244,876,-356,238,-94,parado
2928,16148,716,-308,224,-64,parado
2784,16104,708,-352,277,-35,parado
2812,16004,812,-427,312,-53,parado
2748,16104,876,-439,405,-85,parado
2876,16352,628,-411,482,-50,parado
2968,16216,568,-323,202,-136,parado
2884,15988,676,-328,187,-79,parado
2948,16120,920,-306,153,-170,parado
2904,16208,764,-335,116,-31,parado
2824,16052,768,-322,203,-170,parado
2904,16040,872,-342,225,-35,parado
2936,16192,812,-311,151,-114,parado
2944,16208,884,-331,15,-96,parado
2812,16132,568,-416,72,-128,parado
2940,16312,756,-328,103,-179,parado
2780,16192,732,-287,32,-100,parado
2700,15812,800,-294,202,-55,parado
2852,16104,728,-392,349,-39,parado
2864,16136,804,-414,416,-124,parado
3048,16296,908,-338,248,-45,parado
2892,16088,856,-260,89,-77,parado
2760,16084,792,-319,163,-112,parado
2724,16032,804,-328,191,-102,parado
2852,16148,840,-322,149,-75,parado
2856,16016,792,-271,159,-44,parado
2900,15860,820,-376,111,-145,parado
3056,16112,916,-398,-23,-120,parado
2944,16208,792,-395,-131,-73,parado
2680,16312,724,-345,-158,-24,parado
2828,16048,556,-348,68,-121,parado
2860,16300,708,-339,216,-111,parado
2936,16024,1024,-340,213,-178,parado
2904,15988,896,-386,60,-123,parado
2844,16068,764,-431,-49,-132,parado
2756,16256,520,-358,-111,-128,parado
2864,16088,760,-337,-90,-187,parado
2764,16212,528,-399,48,-113,parado
2804,16044,848,-410,273,-103,parado
2812,16212,664,-369,380,-78,parado
2828,16116,832,-407,377,-115,parado
2956,16104,772,-360,213,-104,parado
3064,16144,376,-293,-89,-125,parado
2832,15988,820,-415,43,-131,parado
2788,16080,800,-413,-22,-78,parado
2596,16216,272,-263,58,-166,parado
2592,16024,692,-388,320,-20,parado
2884,15996,708,-394,460,-23,parado
2848,16224,724,-303,410,-94,parado
2960,16040,888,-377,376,-130,parado
3072,16248,892,-345,162,-92,parado
2844,16276,736,-330,-102,-101,parado
2584,16040,572,-349,126,-84,parado
2752,16084,696,-292,272,-136,parado
2816,16028,952,-303,268,-163,parado
2872,16140,696,-308,212,16,parado
2732,16068,584,-351,377,-66,parado
2944,16088,996,-334,360,-127,parado
2868,15980,724,-366,265,-85,parado
2884,15980,728,-503,412,-148,parado
3020,16452,908,-332,123,-95,parado
2772,16148,524,-267,-24,-37,parado
2740,15908,656,-294,245,-32,parado
2860,16036,848,-377,407,-190,parado
2976,16136,860,-346,287,-162,parado
2972,16028,748,-399,64,-80,parado
2784,16032,600,-315,-66,-69,parado
2784,15996,820,-322,44,-100,parado
2772,16136,672,-296,124,-86,parado
2808,16012,876,-354,287,-91,parado
2884,15932,940,-397,359,-80,parado
2904,16172,800,-337,250,-60,parado
2844,16340,656,-362,105,17,parado
2720,16072,728,-329,211,-133,parado
2836,16312,744,-368,267,-127,parado
2812,16232,924,-329,233,-86,parado
2776,16112,624,-376,253,-115,parado
2836,16036,772,-233,169,-152,parado
2788,15984,628,-237,225,-153,parado
2900,16112,932,-332,219,-91,parado
3012,16056,848,-389,173,-93,parado
2860,16216,680,-427,189,-164,parado
2900,16248,800,-413,97,-160,parado
2804,16240,676,-396,10,-114,parado
2784,16028,884,-353,61,-233,parado
2824,16060,784,-362,16,-242,parado
2868,16088,504,-391,-97,-126,parado
2724,16112,928,-431,-122,-130,parado
2612,15928,420,-459,-24,-67,parado
2664,16268,612,-473,219,-139,parado
2852,16140,780,-408,149,-223,parado
2912,16068,908,-256,-98,-238,parado
2808,16004,776,-323,-170,-65,parado
2660,16068,740,-320,-93,-57,parado
2672,16180,548,-255,-2,-75,parado
2700,15936,1032,-260,75,-110,parado
2760,16144,956,-311,110,-175,parado
2696,16100,780,-356,56,-12,parado
2648,16152,716,-428,134,-126,parado
2628,16084,692,-460,260,-122,parado
2748,16080,708,-434,350,-37,parado
2712,16388,708,-399,356,-65,parado
2732,15988,696,-293,424,-142,parado
2812,16188,740,-279,369,-107,parado
2852,16064,924,-280,371,-102,parado
2832,15940,792,-347,327,-50,parado
2704,15984,632,-300,248,-77,parado
2896,16248,700,-298,314,-91,parado
2828,16172,792,-271,198,-105,parado
2764,15996,664,-340,189,-100,parado
2712,15976,792,-371,280,-89,parado
2812,16112,740,-406,385,-146,parado
2784,16228,812,-376,274,-110,parado
2840,16128,740,-363,213,-91,parado
2700,16176,636,-364,164,-131,parado
2704,16084,776,-383,260,-146,parado
2628,16008,792,-300,199,-48,parado
2732,16052,748,-309,334,-159,parado
2864,16120,992,-252,235,-51,parado
2656,16116,636,-241,169,-45,parado
2676,16204,756,-272,346,-67,parado
2692,15984,752,-323,398,-67,parado
2752,16016,852,-342,442,12,parado
2784,16208,824,-359,340,33,parado
2676,15948,804,-204,252,4,parado
2824,15936,832,-327,259,-26,parado
2892,16044,996,-404,212,-8,parado
2812,15956,696,-364,249,63,parado
2724,16292,396,-457,337,-17,parado
2716,16112,716,-377,413,-50,parado
2908,16152,812,-432,417,-57,parado
2764,16280,888,-490,300,50,parado
2632,15944,568,-556,487,-28,parado
2808,16252,908,-441,553,-35,parado
2836,16120,912,-440,504,-29,parado
2820,16080,936,-336,270,-94,parado
2876,16080,648,-329,331,-70,parado
2832,16252,616,-306,297,-122,parado
2784,16052,832,-232,238,-170,parado
2800,16032,832,-261,195,-176,parado
2824,15896,964,-302,173,-176,parado
2740,16048,792,-309,81,-188,parado
2744,15992,908,-313,-4,-191,parado
2832,16088,800,-374,9,-178,parado
2764,16196,680,-320,-52,-206,parado
2656,16168,892,-382,-20,-232,parado
2624,16028,768,-429,142,-172,parado
2588,16348,868,-368,158,-186,parado
2452,16044,596,-420,219,-231,parado
2532,16292,840,-298,416,-321,parado
2628,16080,756,-300,397,-202,parado
2612,15920,716,-295,450,-242,parado
2532,16160,704,-349,416,-247,parado
2684,16180,772,-347,398,-333,parado
2512,16084,840,-391,416,-268,parado
2452,16052,812,-352,585,-290,parado
2388,16088,676,-353,716,-298,parado
2472,16012,1668,-430,672,-283,parado
2384,16216,812,-235,688,-440,parado
2460,16444,728,-293,710,-318,parado
2380,16060,984,-125,596,-415,parado
2472,15972,772,-198,603,-345,parado
2496,16208,884,-219,514,-280,parado
2612,16260,776,-120,195,-285,parado
2304,15916,668,-257,129,-164,parado
2228,16084,736,-281,129,-208,parado
2440,16264,924,-267,96,-141,parado
2288,16072,508,-210,-71,-151,parado
2456,16024,840,-377,-236,-162,parado
2516,16088,924,-420,-444,-253,parado
2404,16148,1064,-516,-574,-189,parado
2304,16164,656,-579,-666,-168,parado
2076,16320,760,-540,-694,-191,parado
2148,16116,704,-527,-461,-161,parado
2308,16192,640,-496,-345,-187,parado
2120,16048,636,-512,-154,-162,parado
2272,16180,700,-490,66,-27,parado
2532,16224,836,-428,119,-52,parado
2504,16012,1088,-475,-64,-17,parado
2780,16216,848,-524,-226,89,parado
2500,16412,856,-397,-451,174,parado
2304,16044,472,-383,-243,224,parado
2448,16184,840,-353,55,253,parado
2764,16352,1144,-39,-61,162,parado
2704,16032,800,-139,-243,165,parado
2684,16144,652,-179,-328,292,parado
2680,16136,784,-182,-225,86,parado
2560,16292,580,-137,-157,337,parado
2572,16064,608,-106,66,267,parado
2712,15828,580,-141,240,310,parado
2996,15932,924,-393,346,297,parado
2820,16552,860,-381,150,367,parado
2848,16028,380,-127,-43,315,parado
2920,15900,480,-197,202,239,parado
3052,15712,900,-174,324,127,parado
3144,15760,884,-480,450,185,parado
3176,16180,488,-534,323,202,parado
3028,16148,464,-402,172,97,parado
3176,16284,512,-354,-276,150,parado
3192,16332,908,-303,-272,128,parado
2832,15836,944,-454,-12,211,parado
2936,15740,664,-403,247,57,parado
3080,16148,664,-395,315,87,parado
3184,16120,584,-348,250,154,parado
3232,16116,656,-361,136,119,parado
3320,15980,968,-341,47,7,parado
3224,15984,804,-367,-120,-43,parado
3240,16320,600,-336,-164,-103,parado
3192,15996,340,-351,-289,-89,parado
3444,15940,712,-414,-340,-72,parado
3172,15828,964,-485,-513,-66,parado
2964,16124,732,-617,-456,-5,parado
2700,16288,536,-328,-88,-91,parado
2520,16352,116,-208,423,-108,parado
2560,15884,164,-124,946,-141,parado
3008,16120,480,-68,1205,-299,parado
3340,16124,1164,-156,1034,-214,parado
3224,15820,904,-256,741,-207,parado
2892,16172,488,-401,902,-130,parado
2644,16248,160,-288,1285,-180,parado
3016,16208,532,-33,1337,-160,parado
3208,15868,624,33,1144,-265,parado
3456,16060,972,-181,734,-273,parado
3424,16100,968,-202,260,-202,parado
3004,15964,700,-394,-28,-136,parado
2696,16112,520,-369,-35,-82,parado
2952,16112,364,-275,144,-185,parado
3104,16032,772,-262,182,-249,parado
3096,15916,636,-377,27,-45,parado
3256,16108,404,-486,-146,-40,parado
3268,16176,588,-329,-369,-121,parado
3088,15976,588,-423,-521,-76,parado
2960,15980,556,-426,-598,-75,parado
3032,15848,548,-542,-414,-77,parado
3032,16064,656,-513,-306,-57,parado
3036,16308,500,-509,-284,4,parado
2904,16084,428,-399,-278,-8,parado
3016,16060,532,-266,-4,-98,parado
3240,16088,696,-234,108,-79,parado
3380,15904,824,-259,20,-40,parado
3220,15988,612,-318,-61,-25,parado
3156,16164,748,-377,-106,-44,parado
3184,16104,420,-297,-136,-48,parado
2948,15680,464,-374,-1,-41,parado
3220,16036,676,-392,287,-120,parado
3288,16232,648,-269,249,13,parado
3080,16148,592,-342,347,-15,parado
3116,16044,568,-288,291,-68,parado
